22	165
97	15
85	33
100	3
51	154
96	14
98	21
100	5
100	4
78	73
80	52
100	11
100	6
65	88
81	63
86	50
99	13
96	90
91	19
99	10
72	122
71	109
65	65
70	87
100	5
66	114
48	124
95	8
88	20
93	17
85	51
71	79
95	16
98	11
81	90
99	5
91	5
100	3
100	3
100	42
46	129
100	3
92	86
95	25
95	21
98	29
84	22
43	124
60	48
100	5
42	77
47	16
100	3
100	4
87	60
86	84
99	28
100	4
80	76
100	4
96	31
70	98
57	119
93	46
58	60
84	23
100	6
100	2
89	57
80	26
77	37
100	4
93	26
100	3
98	21
96	26
57	79
65	47
89	36
60	59
99	8
100	27
78	102
64	157
100	3
47	72
76	76
99	10
83	26
60	119
100	5
60	78
100	12
95	29
94	33
72	35
98	9
83	34
42	96
80	74
93	45
89	46
100	4
79	29
42	148
47	99
100	34
100	3
90	78
89	10
92	18
40	54
77	19
84	21
93	24
99	3
100	9
90	16
88	14
97	10
65	97
99	17
98	12
88	23
86	63
77	60
99	7
53	159
100	7
70	55
29	90
93	56
100	4
82	11
70	62
92	29
60	112
100	3
100	4
89	12
67	56
98	7
100	15
62	47
59	69
100	20
94	33
94	19
97	24
93	31
64	78
97	20
100	8
100	5
55	74
99	7
100	13
88	38
92	15
66	75
58	102
81	55

