8.1	3.267
10.3	4.467
7.6	6.667
12.55	11.967
8.3	5.367
9.466666667	4.7
13.56666667	4.4
9.3	8.533
11.43333333	8.6
9.4	7.167
7.5	5.067
9	8.5
10.76666667	5.667
15.69	5.3
13.8	6.4
13.03333333	8.367
7.733333333	6.5
17.03	7.567
10.33333333	7.733
11.4	7.633
11.76666667	6.833
14.5	6.867
8.833333333	4.967
8.666666667	4.933
11.7	6.8
6.333333333	2.767
8.833333333	1.967
10.46666667	9.267
9.3	1.767
12.7	5.2
11.93333333	4.767
12.1	4.8
9.266666667	5.867
22.6	6.55
12.53333333	7.833
10.63333333	7.5
11.03333333	4.933
12.1	9.4
9.266666667	7.533
10.16666667	4.6
11.76666667	6.033
12.56	9.167
7.3	6.3
13.56666667	8.233
12.56	5.767
15.06666667	5.6
9.967	4.1
7.7	3
4.667	3.5
9.95	5.8
9.333	4.6
8.067	4.5
8.4	3.5
14.133	5.1
23.8	4.2
6.7	4.6
6.433	3.8
13.167	4
6.033	5.6
4.733	4.5
8.5	5.5
8.667	5
11.1	6.2
7.167	3.7
10.033	3.4
20.967	16.6
11.95	3.2
1	2.6
9.5	1.7
13.1	4.7
12.1	4.8
11.55	4.7
10.7	4.6
3.933	4.4
0.85	4.6
6.667	5.1
2.6	0.7
6.433	2.6
2.967	2.5
5.333	4.1
5.933	4.3
5.933	3.2
6.433	2.1
6.7	1.7
2.25	2.8
9.567	3.3
11.033	5
12.067	7.3
4.2	5.9
8.3	4
17.6	6.83
17.8	8.05
16.35	9.5
16.35	10.73
15.8	8.5
15.8	8.57
14.47	9.43
12.13	6.3
12.7	8.03
18.5	8.47
15.53	8.8
14.6	8.7
14.37	5.23
14.63	9.9
14.13	6.53
13.7	10.57
14.87	7.97
14.9	6.43
14.53	7.77
15.38	8.93
14.6	7.9
16.57	6.7
16.1	15.47
15.87	8.8
16.8	9.1
15.93	8.23
15.8	6.73
15.8	9.17
15.6	9.27
16.77	8.3
16.18	7.03
16.08	8.7
15.07	10.33
15.07	9.27
19.35	8.23
19.35	6.8
12.37	6
11.65	5
19.19	12.8
15.75	9.33
15.75	7.37
