42	43.51
73	41.33
70	36.78
39	-8.82
71	34.61
68	40.11
70	12.52
78	-35.18
76	48.12
63	40.24
68	25.40
73	26.19
61	23.71
73	13.09
63	53.97
75	50.83
73	17.25
53	6.48
62	27.44
62	-16.30
71	43.86
46	-24.66
67	-15.78
74	4.94
69	42.71
49	12.35
46	-3.38
54	11.54
49	3.86
67	45.42
42	4.36
49	12.11
76	49.42
75	-33.45
68	31.14
61	-11.70
52	-4.25
44	-4.33
76	9.92
46	5.33
71	45.80
75	23.00
77	35.17
72	50.08
75	55.68
52	11.58
68	18.48
71	-0.23
68	30.06
68	13.70
48	3.75
52	15.33
65	59.43
49	9.00
67	6.92
66	-18.14
75	60.17
76	48.86
72	4.93
71	-17.54
56	0.39
57	13.44
67	41.70
76	52.52
58	5.54
76	37.97
66	12.05
75	16.00
72	13.47
66	14.62
52	9.54
44	11.86
61	6.80
56	18.54
65	14.08
79	22.30
68	47.50
79	64.14
62	28.63
67	-6.19
68	35.71
55	33.32
75	53.34
78	31.79
77	41.90
69	18.00
78	35.68
70	31.94
59	51.18
50	-1.28
64	39.02
73	37.51
75	29.37
61	42.87
61	17.97
66	56.95
69	33.89
43	-29.30
43	6.31
70	32.88
66	54.69
75	49.61
78	22.18
71	42.00
56	-18.92
44	-13.99
71	3.15
66	4.17
50	12.65
76	35.90
76	14.60
61	18.07
69	-20.16
72	19.42
62	47.91
72	42.46
68	33.99
43	-25.97
57	19.74
50	-22.57
61	27.71
76	52.37
71	12.10
72	-22.28
77	-41.29
68	12.15
55	13.52
46	9.06
77	59.91
73	23.61
63	33.68
71	31.88
72	8.99
54	-9.47
69	-25.30
68	-12.09
68	14.58
70	52.22
74	38.71
74	18.45
74	25.29
64	47.01
72	-20.87
68	44.45
42	55.76
62	27.15
71	14.00
67	-13.83
63	0.34
70	24.67
60	14.70
71	44.80
39	8.47
77	1.29
70	48.21
73	46.05
62	-9.43
45	2.04
51	-25.75
77	40.42
67	6.92
68	13.20
55	15.63
66	5.82
43	-26.32
78	59.33
78	46.95
71	33.52
63	38.57
49	-6.17
64	13.76
58	-8.57
56	6.12
71	-21.14
67	10.66
71	36.81
69	39.94
58	37.95
47	0.31
62	50.44
76	24.48
76	51.50
75	38.89
75	18.34
72	-34.89
63	41.32
67	-17.74
70	10.50
71	21.03
59	15.36
39	-15.41
40	-17.82
